ReceiptNo,Replen_Balance_Order,Cust_Sys_No,Allocated_Part,EDI_Order_Type,ShipFromCode,ShipToCode,Country,Quantity,PutAwayDate,InventoryDate,FY,Quarter,Month,Week,OrderType,Count_PO
CS-DIRSEL-RC0026854,5000582177,K01-5000577737,CX2Y8,REPLEN-IN,CSK,DIRSEL,KR,1,2024-03-19 11:34:09,2024-03-19,FY25,Q1,03,WK07,P3,1
CS-DIRSEL-RC0026854,5000582194,K01-5000578210,16FY9,REPLEN-IN,CSK,DIRSEL,KR,2,2024-03-19 11:34:09,2024-03-19,FY25,Q1,03,WK07,P3,1
CS-DIRSEL-RC0026854,5000582197,K01-5000577582,K41FV,REPLEN-IN,CSK,DIRSEL,KR,3,2024-03-19 11:34:09,2024-03-19,FY25,Q1,03,WK07,P3,1
CS-DIRSEL-RC0026854,5000582203,K01-5000577477,Y7H73,REPLEN-IN,CSK,DIRSEL,KR,5,2024-03-19 11:34:09,2024-03-19,FY25,Q1,03,WK07,P3,1
CS-DIRSEL-RC0026854,5000582208,K01-5000578309,V1PHN,REPLEN-IN,CSK,DIRSEL,KR,1,2024-03-19 11:34:09,2024-03-19,FY25,Q1,03,WK07,P3,1
CS-DIRSEL-RC0026854,5000582209,K01-5000578081,NW0MJ,REPLEN-IN,CSK,DIRSEL,KR,2,2024-03-19 11:34:09,2024-03-19,FY25,Q1,03,WK07,P3,1
CS-DIRSEL-RC0026854,5000582222,K01-5000577457,GNX7P,REPLEN-IN,CSK,DIRSEL,KR,8,2024-03-19 11:34:09,2024-03-19,FY25,Q1,03,WK07,P3,1
CS-DIRSEL-RC0026854,5000582225,K01-5000577410,JGC0V,REPLEN-IN,CSK,DIRSEL,KR,1,2024-03-19 11:34:09,2024-03-19,FY25,Q1,03,WK07,P3,1
CS-DIRSEL-RC0026854,5000582226,K01-5000577736,99YP5,REPLEN-IN,CSK,DIRSEL,KR,2,2024-03-19 11:34:09,2024-03-19,FY25,Q1,03,WK07,P3,1
CS-DIRSEL-RC0026854,5000582232,K01-5000577915,XG6H8,REPLEN-IN,CSK,DIRSEL,KR,2,2024-03-19 11:34:09,2024-03-19,FY25,Q1,03,WK07,P3,1
CS-DIRSEL-RC0026854,5000582234,K01-5000578368,5RH7F,REPLEN-IN,CSK,DIRSEL,KR,1,2024-03-19 11:34:09,2024-03-19,FY25,Q1,03,WK07,P3,1
CS-DIRSEL-RC0026854,5000582237,K01-5000578078,8GVMH,REPLEN-IN,CSK,DIRSEL,KR,2,2024-03-19 11:34:09,2024-03-19,FY25,Q1,03,WK07,P3,1
CS-DIRSEL-RC0026854,5000582261,K01-5000577512,KC9CF,REPLEN-IN,CSK,DIRSEL,KR,1,2024-03-19 11:34:09,2024-03-19,FY25,Q1,03,WK07,P3,1
CS-DIRSEL-RC0026854,5000582266,K01-5000578331,7N51T,REPLEN-IN,CSK,DIRSEL,KR,2,2024-03-19 11:34:09,2024-03-19,FY25,Q1,03,WK07,P3,1
CS-DIRSEL-RC0026854,5000582295,K01-5000578225,PW8YG,REPLEN-IN,CSK,DIRSEL,KR,1,2024-03-19 11:34:09,2024-03-19,FY25,Q1,03,WK07,P3,1
CS-DIRSEL-RC0026854,5000582299,K01-5000577469,5DT13,REPLEN-IN,CSK,DIRSEL,KR,1,2024-03-19 11:34:09,2024-03-19,FY25,Q1,03,WK07,P3,1
CS-DIRSEL-RC0026854,5000582306,K01-5000578065,T4PKK,REPLEN-IN,CSK,DIRSEL,KR,8,2024-03-19 11:34:09,2024-03-19,FY25,Q1,03,WK07,P3,1
CS-DIRSEL-RC0026854,5000582321,K01-5000578299,GK61Y,REPLEN-IN,CSK,DIRSEL,KR,1,2024-03-19 11:34:09,2024-03-19,FY25,Q1,03,WK07,P3,1
CS-DIRSEL-RC0026854,5000582349,K01-5000577784,9D62D,REPLEN-IN,CSK,DIRSEL,KR,1,2024-03-19 11:34:09,2024-03-19,FY25,Q1,03,WK07,P3,1
CS-DIRSEL-RC0026854,5000582366,K01-5000577491,N80RK,REPLEN-IN,CSK,DIRSEL,KR,1,2024-03-19 11:34:09,2024-03-19,FY25,Q1,03,WK07,P3,1
CS-DIRSEL-RC0026854,5000582380,K01-5000577836,W2MPJ,REPLEN-IN,CSK,DIRSEL,KR,1,2024-03-19 11:34:09,2024-03-19,FY25,Q1,03,WK07,P3,1
CS-DIRSEL-RC0026854,5000582425,K01-5000578183,6TWGC,REPLEN-IN,CSK,DIRSEL,KR,1,2024-03-19 11:34:09,2024-03-19,FY25,Q1,03,WK07,P3,1
CS-DIRSEL-RC0026854,5000582426,K01-5000577804,YH5R1,REPLEN-IN,CSK,DIRSEL,KR,8,2024-03-19 11:34:09,2024-03-19,FY25,Q1,03,WK07,P3,1
CS-DIRSEL-RC0026854,5000582449,K01-5000577734,5YJD2,REPLEN-IN,CSK,DIRSEL,KR,1,2024-03-19 11:34:09,2024-03-19,FY25,Q1,03,WK07,P3,1
CS-DIRSEL-RC0026854,5000582466,K01-5000578207,XRX86,REPLEN-IN,CSK,DIRSEL,KR,1,2024-03-19 11:34:09,2024-03-19,FY25,Q1,03,WK07,P3,1
CS-DIRSEL-RC0026854,5000582476,K01-5000576709,296C3,REPLEN-IN,CSK,DIRSEL,KR,1,2024-03-19 11:34:09,2024-03-19,FY25,Q1,03,WK07,P3,1
CS-DIRSEL-RC0026854,5000582569,K01-5000577505,R0PWK,REPLEN-IN,CSK,DIRSEL,KR,1,2024-03-19 11:34:09,2024-03-19,FY25,Q1,03,WK07,P3,1
CS-DIRSEL-RC0026854,5000582577,K01-5000577935,7F2VR,REPLEN-IN,CSK,DIRSEL,KR,1,2024-03-19 11:34:09,2024-03-19,FY25,Q1,03,WK07,P3,1
CS-DIRSEL-RC0026854,5000582605,K01-5000577977,2JC33,REPLEN-IN,CSK,DIRSEL,KR,1,2024-03-19 11:34:09,2024-03-19,FY25,Q1,03,WK07,P3,1
CS-DIRSEL-RC0026854,5000582614,K01-5000577206,J1PHF,REPLEN-IN,CSK,DIRSEL,KR,1,2024-03-19 11:34:09,2024-03-19,FY25,Q1,03,WK07,P3,1
CS-DIRSEL-RC0026854,5000582619,K01-5000576875,N1PPX,REPLEN-IN,CSK,DIRSEL,KR,3,2024-03-19 11:34:09,2024-03-19,FY25,Q1,03,WK07,P3,1
CS-DIRSEL-RC0026854,5000582622,K01-5000576771,CCXC8,REPLEN-IN,CSK,DIRSEL,KR,1,2024-03-19 11:34:09,2024-03-19,FY25,Q1,03,WK07,P3,1
CS-DIRSEL-RC0026854,5000582627,K01-5000577083,J1Y4K,REPLEN-IN,CSK,DIRSEL,KR,1,2024-03-19 11:34:09,2024-03-19,FY25,Q1,03,WK07,P3,1
CS-DIRSEL-RC0026854,5000582630,K01-5000576763,YWW19,REPLEN-IN,CSK,DIRSEL,KR,1,2024-03-19 11:34:09,2024-03-19,FY25,Q1,03,WK07,P3,1
CS-DIRSEL-RC0026854,5000582652,K01-5000577721,5F67N,REPLEN-IN,CSK,DIRSEL,KR,2,2024-03-19 11:34:09,2024-03-19,FY25,Q1,03,WK07,P3,1
CS-DIRSEL-RC0026854,5000582674,K01-5000577278,9156J,REPLEN-IN,CSK,DIRSEL,KR,2,2024-03-19 11:34:09,2024-03-19,FY25,Q1,03,WK07,P3,1
CS-DIRSEL-RC0026854,5000582680,K01-5000577177,WGDCX,REPLEN-IN,CSK,DIRSEL,KR,1,2024-03-19 11:34:09,2024-03-19,FY25,Q1,03,WK07,P3,1
CS-DIRSEL-RC0026854,5000582682,K01-5000577310,W2MKY,REPLEN-IN,CSK,DIRSEL,KR,2,2024-03-19 11:34:09,2024-03-19,FY25,Q1,03,WK07,P3,1
CS-DIRSEL-RC0026854,5000582683,K01-5000578009,9D4G1,REPLEN-IN,CSK,DIRSEL,KR,1,2024-03-19 11:34:09,2024-03-19,FY25,Q1,03,WK07,P3,1
CS-DIRSEL-RC0026854,5000582685,K01-5000576758,CJF8H,REPLEN-IN,CSK,DIRSEL,KR,4,2024-03-19 11:34:09,2024-03-19,FY25,Q1,03,WK07,P3,1
CS-DIRSEL-RC0026854,5000582692,K01-5000576826,RY38F,REPLEN-IN,CSK,DIRSEL,KR,1,2024-03-19 11:34:09,2024-03-19,FY25,Q1,03,WK07,P3,1
CS-DIRSEL-RC0026854,5000582693,K01-5000577203,9KT81,REPLEN-IN,CSK,DIRSEL,KR,3,2024-03-19 11:34:09,2024-03-19,FY25,Q1,03,WK07,P3,1
CS-DIRSEL-RC0026854,5000582698,K01-5000577696,D55RV,REPLEN-IN,CSK,DIRSEL,KR,1,2024-03-19 11:34:09,2024-03-19,FY25,Q1,03,WK07,P3,1
CS-DIRSEL-RC0026854,5000582710,K01-5000577201,JTNN3,REPLEN-IN,CSK,DIRSEL,KR,2,2024-03-19 11:34:09,2024-03-19,FY25,Q1,03,WK07,P3,1
CS-DIRSEL-RC0026854,5000582717,K01-5000577397,7HJGN,REPLEN-IN,CSK,DIRSEL,KR,2,2024-03-19 11:34:09,2024-03-19,FY25,Q1,03,WK07,P3,1
CS-DIRSEL-RC0026854,5000582734,K01-5000577619,FGR9R,REPLEN-IN,CSK,DIRSEL,KR,1,2024-03-19 11:34:09,2024-03-19,FY25,Q1,03,WK07,P3,1
CS-DIRSEL-RC0026854,5000582788,K01-5000577628,NPNWD,REPLEN-IN,CSK,DIRSEL,KR,1,2024-03-19 11:34:09,2024-03-19,FY25,Q1,03,WK07,P3,1
CS-DIRSEL-RC0026854,5000582800,K01-5000577356,N5VPC,REPLEN-IN,CSK,DIRSEL,KR,1,2024-03-19 11:34:09,2024-03-19,FY25,Q1,03,WK07,P3,1
CS-DIRSEL-RC0026854,5000582827,K01-5000577476,6H1FC,REPLEN-IN,CSK,DIRSEL,KR,1,2024-03-19 11:34:09,2024-03-19,FY25,Q1,03,WK07,P3,1
CS-DIRSEL-RC0026854,5000582829,K01-5000577256,NCC15,REPLEN-IN,CSK,DIRSEL,KR,3,2024-03-19 11:34:09,2024-03-19,FY25,Q1,03,WK07,P3,1
CS-DIRSEL-RC0026854,5000582830,K01-5000578142,MWH4C,REPLEN-IN,CSK,DIRSEL,KR,4,2024-03-19 11:34:09,2024-03-19,FY25,Q1,03,WK07,P3,1
CS-DIRSEL-RC0026854,5000582831,K01-5000577025,JTGYR,REPLEN-IN,CSK,DIRSEL,KR,1,2024-03-19 11:34:09,2024-03-19,FY25,Q1,03,WK07,P3,1
CS-DIRSEL-RC0026854,5000582834,K01-5000578401,0XC4V,REPLEN-IN,CSK,DIRSEL,KR,1,2024-03-19 11:34:09,2024-03-19,FY25,Q1,03,WK07,P3,1
CS-DIRSEL-RC0026854,5000582838,K01-5000577829,1R0HN,REPLEN-IN,CSK,DIRSEL,KR,4,2024-03-19 11:34:09,2024-03-19,FY25,Q1,03,WK07,P3,1
CS-DIRSEL-RC0026854,5000582848,K01-5000577943,XT5C5,REPLEN-IN,CSK,DIRSEL,KR,2,2024-03-19 11:34:09,2024-03-19,FY25,Q1,03,WK07,P3,1
CS-DIRSEL-RC0026854,5000582853,K01-5000577473,2DTKK,REPLEN-IN,CSK,DIRSEL,KR,1,2024-03-19 11:34:09,2024-03-19,FY25,Q1,03,WK07,P3,1
CS-DIRSEL-RC0026854,5000582869,K01-5000577126,6RHV8,REPLEN-IN,CSK,DIRSEL,KR,1,2024-03-19 11:34:09,2024-03-19,FY25,Q1,03,WK07,P3,1
CS-DIRSEL-RC0026854,5000582913,K01-5000577487,1HPFF,REPLEN-IN,CSK,DIRSEL,KR,2,2024-03-19 11:34:09,2024-03-19,FY25,Q1,03,WK07,P3,1
CS-DIRSEL-RC0026854,5000582919,K01-5000577835,WWJDK,REPLEN-IN,CSK,DIRSEL,KR,1,2024-03-19 11:34:09,2024-03-19,FY25,Q1,03,WK07,P3,1
CS-DIRSEL-RC0026854,5000582945,K01-5000577976,GJR67,REPLEN-IN,CSK,DIRSEL,KR,1,2024-03-19 11:34:09,2024-03-19,FY25,Q1,03,WK07,P3,1
CS-DIRSEL-RC0026854,5000582950,K01-5000577932,NV347,REPLEN-IN,CSK,DIRSEL,KR,2,2024-03-19 11:34:09,2024-03-19,FY25,Q1,03,WK07,P3,1
CS-DIRSEL-RC0026854,5000582982,K01-5000577991,6P46H,REPLEN-IN,CSK,DIRSEL,KR,2,2024-03-19 11:34:09,2024-03-19,FY25,Q1,03,WK07,P3,1
CS-DIRSEL-RC0026875,5000476300,K01-5000470310,CP3V6,REPLEN-IN,CSK,DIRSEL,KR,1,2024-03-19 11:58:15,2024-03-19,FY25,Q1,03,WK07,P3,1
CS-DIRSEL-RC0026875,5000476318,K01-5000470867,5J0R5,REPLEN-IN,CSK,DIRSEL,KR,1,2024-03-19 11:58:15,2024-03-19,FY25,Q1,03,WK07,P3,1
CS-DIRSEL-RC0026875,5000476457,K01-5000470169,YTC0M,REPLEN-IN,CSK,DIRSEL,KR,3,2024-03-19 11:58:15,2024-03-19,FY25,Q1,03,WK07,P3,1
CS-DIRSEL-RC0026875,5000476699,K01-5000470470,YD3W1,REPLEN-IN,CSK,DIRSEL,KR,1,2024-03-19 11:58:15,2024-03-19,FY25,Q1,03,WK07,P3,1
CS-DIRSEL-RC0026875,5000476750,K01-5000470448,CV56F,REPLEN-IN,CSK,DIRSEL,KR,1,2024-03-19 11:58:15,2024-03-19,FY25,Q1,03,WK07,P3,1
CS-DIRSEL-RC0026875,5000476773,K01-5000469754,XF7N6,REPLEN-IN,CSK,DIRSEL,KR,1,2024-03-19 11:58:15,2024-03-19,FY25,Q1,03,WK07,P3,1
CS-DIRSEL-RC0026875,5000476781,K01-5000471104,FWJNY,REPLEN-IN,CSK,DIRSEL,KR,3,2024-03-19 11:58:15,2024-03-19,FY25,Q1,03,WK07,P3,1
CS-DIRSEL-RC0026875,5000476791,K01-5000469763,9JNG0,REPLEN-IN,CSK,DIRSEL,KR,1,2024-03-19 11:58:15,2024-03-19,FY25,Q1,03,WK07,P3,1
CS-DIRSEL-RC0026875,5000476804,K01-5000470997,G9W4H,REPLEN-IN,CSK,DIRSEL,KR,1,2024-03-19 11:58:15,2024-03-19,FY25,Q1,03,WK07,P3,1
CS-DIRSEL-RC0026875,5000476826,K01-5000470525,RVJ9C,REPLEN-IN,CSK,DIRSEL,KR,1,2024-03-19 11:58:15,2024-03-19,FY25,Q1,03,WK07,P3,1
CS-DIRSEL-RC0026875,5000476936,K01-5000471037,20YV9,REPLEN-IN,CSK,DIRSEL,KR,1,2024-03-19 11:58:15,2024-03-19,FY25,Q1,03,WK07,P3,1
CS-DIRSEL-RC0026875,5000477006,K01-5000470883,3GW69,REPLEN-IN,CSK,DIRSEL,KR,1,2024-03-19 11:58:15,2024-03-19,FY25,Q1,03,WK07,P3,1
CS-DIRSEL-RC0026875,5000477051,K01-5000470209,D4TRY,REPLEN-IN,CSK,DIRSEL,KR,1,2024-03-19 11:58:15,2024-03-19,FY25,Q1,03,WK07,P3,1
CS-DIRSEL-RC0026875,5000477057,K01-5000469683,HX40M,REPLEN-IN,CSK,DIRSEL,KR,5,2024-03-19 11:58:15,2024-03-19,FY25,Q1,03,WK07,P3,1
CS-DIRSEL-RC0026875,5000477279,K01-5000471226,D6NR4,REPLEN-IN,CSK,DIRSEL,KR,1,2024-03-19 11:58:15,2024-03-19,FY25,Q1,03,WK07,P3,1
CS-DIRSEL-RC0026875,5000517228,K01-5000512459,YD3W1,REPLEN-IN,CSK,DIRSEL,KR,1,2024-03-19 11:58:15,2024-03-19,FY25,Q1,03,WK07,P3,1
CS-DIRSEL-RC0026875,5000517253,K01-5000511792,CWH8J,REPLEN-IN,CSK,DIRSEL,KR,8,2024-03-19 11:58:15,2024-03-19,FY25,Q1,03,WK07,P3,1
CS-DIRSEL-RC0026875,5000517498,K01-5000512108,GYKGD,REPLEN-IN,CSK,DIRSEL,KR,10,2024-03-19 11:58:15,2024-03-19,FY25,Q1,03,WK07,P3,1
CS-DIRSEL-RC0026875,5000517638,K01-5000511839,PKK8F,REPLEN-IN,CSK,DIRSEL,KR,2,2024-03-19 11:58:15,2024-03-19,FY25,Q1,03,WK07,P3,1
CS-DIRSEL-RC0026875,5000517729,K01-5000512531,F8CRX,REPLEN-IN,CSK,DIRSEL,KR,1,2024-03-19 11:58:15,2024-03-19,FY25,Q1,03,WK07,P3,1
CS-DIRSEL-RC0026875,5000517851,K01-5000512339,3693G,REPLEN-IN,CSK,DIRSEL,KR,3,2024-03-19 11:58:15,2024-03-19,FY25,Q1,03,WK07,P3,1
CS-DIRSEL-RC0026875,5000517853,K01-5000511831,V9PVY,REPLEN-IN,CSK,DIRSEL,KR,4,2024-03-19 11:58:15,2024-03-19,FY25,Q1,03,WK07,P3,1
CS-DIRSEL-RC0026875,5000517964,K01-5000512364,76W3N,REPLEN-IN,CSK,DIRSEL,KR,1,2024-03-19 11:58:15,2024-03-19,FY25,Q1,03,WK07,P3,1
CS-DIRSEL-RC0026875,5000517975,K01-5000511920,WG0D4,REPLEN-IN,CSK,DIRSEL,KR,1,2024-03-19 11:58:15,2024-03-19,FY25,Q1,03,WK07,P3,1
CS-DIRSEL-RC0026875,5000517984,K01-5000512391,D4TRY,REPLEN-IN,CSK,DIRSEL,KR,1,2024-03-19 11:58:15,2024-03-19,FY25,Q1,03,WK07,P3,1
CS-DIRSEL-RC0026875,5000518012,K01-5000512110,DWT74,REPLEN-IN,CSK,DIRSEL,KR,1,2024-03-19 11:58:15,2024-03-19,FY25,Q1,03,WK07,P3,1
CS-DIRSEL-RC0026875,5000518045,K01-5000512499,7MJ54,REPLEN-IN,CSK,DIRSEL,KR,1,2024-03-19 11:58:15,2024-03-19,FY25,Q1,03,WK07,P3,1
CS-DIRSEL-RC0026875,5000518103,K01-5000511896,5HX3N,REPLEN-IN,CSK,DIRSEL,KR,1,2024-03-19 11:58:15,2024-03-19,FY25,Q1,03,WK07,P3,1
CS-DIRSEL-RC0026875,5000581138,K01-5000577042,1KXFV,REPLEN-IN,CSK,DIRSEL,KR,1,2024-03-19 11:58:15,2024-03-19,FY25,Q1,03,WK07,P3,1
CS-DIRSEL-RC0026875,5000581714,K01-5000578347,7MHG4,REPLEN-IN,CSK,DIRSEL,KR,1,2024-03-19 11:58:15,2024-03-19,FY25,Q1,03,WK07,P3,1
CS-DIRSEL-RC0026875,5000581730,K01-5000578072,2XJJF,REPLEN-IN,CSK,DIRSEL,KR,2,2024-03-19 11:58:15,2024-03-19,FY25,Q1,03,WK07,P3,1
CS-DIRSEL-RC0026875,5000581887,K01-5000576933,R5XW9,REPLEN-IN,CSK,DIRSEL,KR,1,2024-03-19 11:58:15,2024-03-19,FY25,Q1,03,WK07,P3,1
CS-DIRSEL-RC0026875,5000582242,K01-5000577108,0WR96,REPLEN-IN,CSK,DIRSEL,KR,6,2024-03-19 11:58:15,2024-03-19,FY25,Q1,03,WK07,P3,1
CS-DIRSEL-RC0026875,5000582664,K01-5000578260,3C21P,REPLEN-IN,CSK,DIRSEL,KR,3,2024-03-19 11:58:15,2024-03-19,FY25,Q1,03,WK07,P3,1
CS-DIRSEL-RC0026906,5000476414,K01-5000470342,D5G77,REPLEN-IN,CSK,DIRSEL,KR,19,2024-03-19 12:12:44,2024-03-19,FY25,Q1,03,WK07,P3,1
CS-DIRSEL-RC0026927,5000581957,K01-5000577537,DM89C,REPLEN-IN,CSK,DIRSEL,KR,1,2024-03-19 13:12:10,2024-03-19,FY25,Q1,03,WK07,P3,1
CS-DIRSEL-RC0026927,5000582648,K01-5000578118,K7M7F,REPLEN-IN,CSK,DIRSEL,KR,1,2024-03-19 13:12:10,2024-03-19,FY25,Q1,03,WK07,P3,1
CS-DIRSEL-RC0026927,5000582756,K01-5000578193,FJ9XN,REPLEN-IN,CSK,DIRSEL,KR,1,2024-03-19 13:12:10,2024-03-19,FY25,Q1,03,WK07,P3,1
CS-DIRSEL-RC0026927,5000582787,K01-5000576737,HV5WV,REPLEN-IN,CSK,DIRSEL,KR,1,2024-03-19 13:12:10,2024-03-19,FY25,Q1,03,WK07,P3,1
CS-DIRSEL-RC0026928,5000719895,5000719895,MT0R5,REPLEN-IN,CHSIN4,DIRSEL,KR,48,2024-03-19 13:32:47,2024-03-19,FY25,Q1,03,WK07,P3,2
CS-DIRSEL-RC0026928,5000723724,P02-95449334806,8D9M0,PNAC-IN,CHSIN4,DIRSEL,KR,1,2024-03-19 13:32:47,2024-03-19,FY25,Q1,03,WK07,P1,1
CS-DIRSEL-RC0026928,5000723725,P01-95449334806,DH84X,PNAC-IN,CHSIN4,DIRSEL,KR,1,2024-03-19 13:32:47,2024-03-19,FY25,Q1,03,WK07,P1,1
CS-DIRSEL-RC0026929,5000719045,P01-95449332758,H38W8,PNAC-IN,CHSIN4,DIRSEL,KR,1,2024-03-19 13:33:26,2024-03-19,FY25,Q1,03,WK07,P1,1
CS-DIRSEL-RC0026930,5000718982,P01-95449332503,H38W8,PNAC-IN,CHSIN4,DIRSEL,KR,1,2024-03-19 13:33:38,2024-03-19,FY25,Q1,03,WK07,P1,1
CS-DIRSEL-RC0026931,5000594872,P01-95449227437,MW1G8,PNAC-IN,CHSIN4,DIRSEL,KR,1,2024-03-19 13:34:04,2024-03-19,FY25,Q1,03,WK07,P1,1
CS-DIRSEL-RC0026932,5000638484,P01-95449147659,J5JCN,PNAC-IN,CSK,DIRSEL,KR,1,2024-03-19 13:35:40,2024-03-19,FY25,Q1,03,WK07,P1,1
CS-DIRSEL-RC0026932,5000638495,P01-95449262661,TK667,PNAC-IN,CSK,DIRSEL,KR,1,2024-03-19 13:35:40,2024-03-19,FY25,Q1,03,WK07,P1,1
CS-DIRSEL-RC0026932,5000638539,P01-95449146106,J5JCN,PNAC-IN,CSK,DIRSEL,KR,1,2024-03-19 13:35:40,2024-03-19,FY25,Q1,03,WK07,P1,1
CS-DIRSEL-RC0026932,5000641010,P01-95449265902,H4VK7,PNAC-IN,CSK,DIRSEL,KR,1,2024-03-19 13:35:40,2024-03-19,FY25,Q1,03,WK07,P1,1
CS-DIRSEL-RC0026932,5000641029,P01-95449266939,J5JCN,PNAC-IN,CSK,DIRSEL,KR,1,2024-03-19 13:35:40,2024-03-19,FY25,Q1,03,WK07,P1,1
CS-DIRSEL-RC0026932,5000674147,P01-95449296534,GMW9D,PNAC-IN,CSK,DIRSEL,KR,1,2024-03-19 13:35:40,2024-03-19,FY25,Q1,03,WK07,P1,1
CS-DIRSEL-RC0026932,5000678219,P01-95449297025,TCV60,PNAC-IN,CSK,DIRSEL,KR,1,2024-03-19 13:35:40,2024-03-19,FY25,Q1,03,WK07,P1,1
CS-DIRSEL-RC0026932,5000678630,P01-95449298243,0T0XF,PNAC-IN,CSK,DIRSEL,KR,1,2024-03-19 13:35:40,2024-03-19,FY25,Q1,03,WK07,P1,1
CS-DIRSEL-RC0026932,5000678653,P02-95449298243,H2KK6,PNAC-IN,CSK,DIRSEL,KR,1,2024-03-19 13:35:40,2024-03-19,FY25,Q1,03,WK07,P1,1
CS-DIRSEL-RC0026932,5000682193,P01-95449298431,JGKDJ,PNAC-IN,CSK,DIRSEL,KR,1,2024-03-19 13:35:40,2024-03-19,FY25,Q1,03,WK07,P1,1
CS-DIRSEL-RC0026932,5000682203,P04-95449298431,K87GH,PNAC-IN,CSK,DIRSEL,KR,1,2024-03-19 13:35:40,2024-03-19,FY25,Q1,03,WK07,P1,1
CS-DIRSEL-RC0026932,5000682204,P03-95449298431,W5H7K,PNAC-IN,CSK,DIRSEL,KR,1,2024-03-19 13:35:40,2024-03-19,FY25,Q1,03,WK07,P1,1
CS-DIRSEL-RC0026932,5000682218,P02-95449298431,J5RTR,PNAC-IN,CSK,DIRSEL,KR,1,2024-03-19 13:35:40,2024-03-19,FY25,Q1,03,WK07,P1,1
CS-DIRSEL-RC0026932,5000682233,P01-95449299488,G6K9K,PNAC-IN,CSK,DIRSEL,KR,1,2024-03-19 13:35:40,2024-03-19,FY25,Q1,03,WK07,P1,1
CS-DIRSEL-RC0026932,5000684800,P01-95449300874,R9JV9,PNAC-IN,CSK,DIRSEL,KR,1,2024-03-19 13:35:40,2024-03-19,FY25,Q1,03,WK07,P1,1
CS-DIRSEL-RC0026932,5000685036,P01-95449300387,R9JV9,PNAC-IN,CSK,DIRSEL,KR,1,2024-03-19 13:35:40,2024-03-19,FY25,Q1,03,WK07,P1,1
CS-DIRSEL-RC0026932,5000685221,P01-95449300538,J5RTR,PNAC-IN,CSK,DIRSEL,KR,1,2024-03-19 13:35:40,2024-03-19,FY25,Q1,03,WK07,P1,1
CS-DIRSEL-RC0026932,5000685359,P01-95449299773,N338G,PNAC-IN,CSK,DIRSEL,KR,1,2024-03-19 13:35:40,2024-03-19,FY25,Q1,03,WK07,P1,1
CS-DIRSEL-RC0026932,5000686233,P01-95449300907,PT9FG,PNAC-IN,CSK,DIRSEL,KR,1,2024-03-19 13:35:40,2024-03-19,FY25,Q1,03,WK07,P1,1
CS-DIRSEL-RC0026933,5000664070,K01-5000659063,2J54D,REPLEN-IN,CSK,DIRSEL,KR,2,2024-03-19 13:36:11,2024-03-19,FY25,Q1,03,WK07,P3,1
CS-DIRSEL-RC0026933,5000664253,K01-5000658630,4P36V,REPLEN-IN,CSK,DIRSEL,KR,1,2024-03-19 13:36:11,2024-03-19,FY25,Q1,03,WK07,P3,1
CS-DIRSEL-RC0026933,5000664319,K01-5000659111,0329X,REPLEN-IN,CSK,DIRSEL,KR,1,2024-03-19 13:36:11,2024-03-19,FY25,Q1,03,WK07,P3,1
CS-DIRSEL-RC0026933,5000664334,K01-5000658836,X7DFW,REPLEN-IN,CSK,DIRSEL,KR,1,2024-03-19 13:36:11,2024-03-19,FY25,Q1,03,WK07,P3,1
CS-DIRSEL-RC0026933,5000664901,K01-5000658319,GXT0D,REPLEN-IN,CSK,DIRSEL,KR,3,2024-03-19 13:36:11,2024-03-19,FY25,Q1,03,WK07,P3,1
CS-DIRSEL-RC0026933,5000664980,K01-5000659311,R90HT,REPLEN-IN,CSK,DIRSEL,KR,1,2024-03-19 13:36:11,2024-03-19,FY25,Q1,03,WK07,P3,1
CS-DIRSEL-RC0026933,5000674159,5000674159,T82PH,REPLEN-IN,CSK,DIRSEL,KR,1,2024-03-19 13:36:11,2024-03-19,FY25,Q1,03,WK07,P3,1
CS-DIRSEL-RC0026933,5000686260,P01-95449302689,5VTVC,PNAC-IN,CSK,DIRSEL,KR,1,2024-03-19 13:36:11,2024-03-19,FY25,Q1,03,WK07,P1,2
CS-DIRSEL-RC0026934,5000788925,5000788925,JH2N0,REPLEN-IN,CHSIN4,DIRSEL,KR,1,2024-03-19 13:34:34,2024-03-19,FY25,Q1,03,WK07,P3,1
CS-DIRSEL-RC0026935,5000726686,P01-95449336519,1CKXM,PNAC-IN,CHSIN4,DIRSEL,KR,1,2024-03-19 13:37:18,2024-03-19,FY25,Q1,03,WK07,P1,1
CS-DIRSEL-RC0026935,5000726706,P01-95449336511,1CKXM,PNAC-IN,CHSIN4,DIRSEL,KR,1,2024-03-19 13:37:18,2024-03-19,FY25,Q1,03,WK07,P1,1
CS-DIRSEL-RC0026935,5000726730,P01-95449336523,1CKXM,PNAC-IN,CHSIN4,DIRSEL,KR,1,2024-03-19 13:37:18,2024-03-19,FY25,Q1,03,WK07,P1,1
CS-DIRSEL-RC0026935,5000726736,P01-95449336515,1CKXM,PNAC-IN,CHSIN4,DIRSEL,KR,1,2024-03-19 13:37:18,2024-03-19,FY25,Q1,03,WK07,P1,1
CS-DIRSEL-RC0026935,5000726742,P01-95449336513,1CKXM,PNAC-IN,CHSIN4,DIRSEL,KR,1,2024-03-19 13:37:18,2024-03-19,FY25,Q1,03,WK07,P1,1
